alias,title,id,name,review_count,rating,price,coordinates_latitude,coordinates_longitude,location_address1,categoria_estandarizada,rating_ponderado
italian,Italian,GZsrGq6H8CQ4YlGtE_Bm0Q,Ciccio Mio,632,4.7,$$$,41.8892649696079,-87.63521477367367,226 W Kinzie,Vegetariano/Vegano,4.555603065003748
wine_bars,Wine Bars,VPJk-SEWSWS_nGoQvM-COw,Penumbra,1029,4.8,$$$,41.924459,-87.710898,3309 W Fullerton Ave,Otro,4.6603941593095115
seafood,Seafood,VPJk-SEWSWS_nGoQvM-COw,Penumbra,1029,4.8,$$$,41.924459,-87.710898,3309 W Fullerton Ave,Mariscos/Pescado,4.6603941593095115
steak,Steakhouses,VPJk-SEWSWS_nGoQvM-COw,Penumbra,1029,4.8,$$$,41.924459,-87.710898,3309 W Fullerton Ave,Carnes,4.6603941593095115
cocktailbars,Cocktail Bars,gzhkdb6YoiFm5s3vriG1AA,Gretel,456,4.5,$$,41.917275,-87.698577,2833 W Armitage Ave,Otro,4.433622039314062
newamerican,New American,gzhkdb6YoiFm5s3vriG1AA,Gretel,456,4.5,$$,41.917275,-87.698577,2833 W Armitage Ave,Carnes,4.433622039314062
speakeasies,Speakeasies,gzhkdb6YoiFm5s3vriG1AA,Gretel,456,4.5,$$,41.917275,-87.698577,2833 W Armitage Ave,Otro,4.433622039314062
mediterranean,Mediterranean,tuJraaFffIS_JNK_4ZqGTA,Ema,1919,4.3,$$,41.890964390624795,-87.63090253497006,74 W Illinois St,Vegetariano/Vegano,4.315106519050948
tapasmallplates,Tapas/Small Plates,tuJraaFffIS_JNK_4ZqGTA,Ema,1919,4.3,$$,41.890964390624795,-87.63090253497006,74 W Illinois St,Carnes,4.315106519050948
salad,Salad,tuJraaFffIS_JNK_4ZqGTA,Ema,1919,4.3,$$,41.890964390624795,-87.63090253497006,74 W Illinois St,Vegetariano/Vegano,4.315106519050948
tradamerican,American,1BHgaf25FpVSOXFpZF0pYw,Trivoli Tavern,961,4.5,$$,41.8837221888722,-87.64903867652058,114 N Green St,Carnes,4.456565824492979
breweries,Breweries,okaqMJEoHfHblpKz9Q-CMA,The Perch,600,4.4,$$,41.90348,-87.676221,1932 W Division,Otro,4.387766063258402
newamerican,New American,okaqMJEoHfHblpKz9Q-CMA,The Perch,600,4.4,$$,41.90348,-87.676221,1932 W Division,Carnes,4.387766063258402
thai,Thai,8N3GMu-AhVvJMzQifkNemg,Crying Tiger,173,4.2,,41.88990307515616,-87.6298989,51 W Hubbard St,Vegetariano/Vegano,4.328592376796795
steak,Steakhouses,apyIymDFbUK7u-Y3V5kmkA,Bavette's Bar & Boeuf,3501,4.5,$$$$,41.889295011779424,-87.63489302317039,218 W Kinzie,Carnes,4.484139632487938
seafood,Seafood,apyIymDFbUK7u-Y3V5kmkA,Bavette's Bar & Boeuf,3501,4.5,$$$$,41.889295011779424,-87.63489302317039,218 W Kinzie,Mariscos/Pescado,4.484139632487938
bars,Bars,apyIymDFbUK7u-Y3V5kmkA,Bavette's Bar & Boeuf,3501,4.5,$$$$,41.889295011779424,-87.63489302317039,218 W Kinzie,Otro,4.484139632487938
seafood,Seafood,Z8K7SVH-B7ZVAVD9aFIK8w,Bar Mar,625,4.3,$$$,41.883835,-87.6372458,120 N Wacker Dr,Mariscos/Pescado,4.332482372963772
cocktailbars,Cocktail Bars,Z8K7SVH-B7ZVAVD9aFIK8w,Bar Mar,625,4.3,$$$,41.883835,-87.6372458,120 N Wacker Dr,Otro,4.332482372963772
bars,Bars,xoi7Cw7FoknAx5p880RtWQ,Au Cheval,9492,4.4,$$,41.88466,-87.647668,800 W Randolph St,Otro,4.398653189510033
burgers,Burgers,xoi7Cw7FoknAx5p880RtWQ,Au Cheval,9492,4.4,$$,41.88466,-87.647668,800 W Randolph St,Carnes,4.398653189510033
tradamerican,American,xoi7Cw7FoknAx5p880RtWQ,Au Cheval,9492,4.4,$$,41.88466,-87.647668,800 W Randolph St,Carnes,4.398653189510033
italian,Italian,1Q7RL7Hc63wKa2A9ec3zXw,Il Porcellino,1755,4.4,$$,41.88996108569464,-87.63029733223148,59 W Hubbard St,Vegetariano/Vegano,4.394032225979709
bars,Bars,1Q7RL7Hc63wKa2A9ec3zXw,Il Porcellino,1755,4.4,$$,41.88996108569464,-87.63029733223148,59 W Hubbard St,Otro,4.394032225979709
salad,Salad,1Q7RL7Hc63wKa2A9ec3zXw,Il Porcellino,1755,4.4,$$,41.88996108569464,-87.63029733223148,59 W Hubbard St,Vegetariano/Vegano,4.394032225979709
mediterranean,Mediterranean,9nUrDQ_REhU6sgcgXFAyfA,Aba,1951,4.4,$$$,41.8869441,-87.6487949,302 N Green St,Vegetariano/Vegano,4.394509453114746
tapasmallplates,Tapas/Small Plates,9nUrDQ_REhU6sgcgXFAyfA,Aba,1951,4.4,$$$,41.8869441,-87.6487949,302 N Green St,Carnes,4.394509453114746
italian,Italian,o0DaPvRb4IWH7hUWVCnoGw,Monteverde,1523,4.5,$$$,41.88191,-87.65302,1020 W Madison St,Vegetariano/Vegano,4.468632066032745
desserts,Desserts,o0DaPvRb4IWH7hUWVCnoGw,Monteverde,1523,4.5,$$$,41.88191,-87.65302,1020 W Madison St,Otro,4.468632066032745
wine_bars,Wine Bars,o0DaPvRb4IWH7hUWVCnoGw,Monteverde,1523,4.5,$$$,41.88191,-87.65302,1020 W Madison St,Otro,4.468632066032745
tradamerican,American,0ucCbCekcn5XdzvRXnHl2w,Desert Hawk,45,4.6,,41.90288666670101,-87.67917606979607,2049 W Division St,Carnes,4.39182141208118
bars,Bars,0ucCbCekcn5XdzvRXnHl2w,Desert Hawk,45,4.6,,41.90288666670101,-87.67917606979607,2049 W Division St,Otro,4.39182141208118
mexican,Mexican,--Yw337vTC4fLKRCaw-PLQ,XOchimilco Mexican Restaurant,358,4.8,$$,41.9616665,-87.6802497,2030-32 W Montrose Ave,Carnes,4.551215232615668
tradamerican,American,TC8tG6To87DUzC365njvXw,River Roast,1418,4.0,$$$,41.887957929885,-87.63227535993691,315 N La Salle Dr,Carnes,4.0972589518166025
cocktailbars,Cocktail Bars,TC8tG6To87DUzC365njvXw,River Roast,1418,4.0,$$$,41.887957929885,-87.63227535993691,315 N La Salle Dr,Otro,4.0972589518166025
venues,Venues & Event Spaces,TC8tG6To87DUzC365njvXw,River Roast,1418,4.0,$$$,41.887957929885,-87.63227535993691,315 N La Salle Dr,Otro,4.0972589518166025
dimsum,Dim Sum,0p-Wi2pmihlcntw4dOfveQ,Qing Xiang Yuan Dumplings,5,4.2,,41.903345,-87.678091,2018 W Division St,Otro,4.371371622939095
bbq,Barbeque,0p-Wi2pmihlcntw4dOfveQ,Qing Xiang Yuan Dumplings,5,4.2,,41.903345,-87.678091,2018 W Division St,Otro,4.371371622939095
coffee,Coffee & Tea,0p-Wi2pmihlcntw4dOfveQ,Qing Xiang Yuan Dumplings,5,4.2,,41.903345,-87.678091,2018 W Division St,Otro,4.371371622939095
peruvian,Peruvian,ATbuE6MdSeYLIxcfB8MYCA,Cabra,921,4.2,$$$,41.885851,-87.649086,200 N Green St,Carnes,4.260902652768643
steak,Steakhouses,TpnJu57_NYEjgJyL6klurg,Perilla korean steakhouse,186,4.2,$$$$,41.88655,-87.62604,225 N Wabash Ave,Carnes,4.326155495020762
korean,Korean,TpnJu57_NYEjgJyL6klurg,Perilla korean steakhouse,186,4.2,$$$$,41.88655,-87.62604,225 N Wabash Ave,Carnes,4.326155495020762
cocktailbars,Cocktail Bars,TpnJu57_NYEjgJyL6klurg,Perilla korean steakhouse,186,4.2,$$$$,41.88655,-87.62604,225 N Wabash Ave,Otro,4.326155495020762
japanese,Japanese,ruWJerAc9VW23GvegYddnQ,Gaijin,780,4.3,$$,41.88583,-87.65182,950 W Lake St,Mariscos/Pescado,4.3285489606126895
asianfusion,Asian Fusion,ZXsqdTNHSqxBxCXcbmOiLA,Bigsuda,67,4.3,,41.906445,-87.671742,1362 N Milwaukee Ave,Vegetariano/Vegano,4.3644491527058955
korean,Korean,ZXsqdTNHSqxBxCXcbmOiLA,Bigsuda,67,4.3,,41.906445,-87.671742,1362 N Milwaukee Ave,Carnes,4.3644491527058955
noodles,Noodles,ZXsqdTNHSqxBxCXcbmOiLA,Bigsuda,67,4.3,,41.906445,-87.671742,1362 N Milwaukee Ave,Mariscos/Pescado,4.3644491527058955
latin,Latin American,faOpq9ORL0FlsMrou2NYug,Amaru,479,4.7,$$$,41.91071,-87.67536,1904 W North Ave,Carnes,4.533036434713221
caribbean,Caribbean,faOpq9ORL0FlsMrou2NYug,Amaru,479,4.7,$$$,41.91071,-87.67536,1904 W North Ave,Carnes,4.533036434713221
cocktailbars,Cocktail Bars,faOpq9ORL0FlsMrou2NYug,Amaru,479,4.7,$$$,41.91071,-87.67536,1904 W North Ave,Otro,4.533036434713221
thai,Thai,Bg7IkuTlqVh_Ezik1gA7yg,Siam Thai Eatery,141,4.4,,41.864942,-87.623699,1329 S Michigan Ave,Vegetariano/Vegano,4.37900572478041
pastashops,Pasta Shops,ngB0iQM1Yz7Nx_tQZqU7NA,Daisies,769,4.3,$$,41.924443845390954,-87.69964666704485,2375 N Milwaukee Ave,Carnes,4.328796429932421
newamerican,New American,ngB0iQM1Yz7Nx_tQZqU7NA,Daisies,769,4.3,$$,41.924443845390954,-87.69964666704485,2375 N Milwaukee Ave,Carnes,4.328796429932421
cocktailbars,Cocktail Bars,ngB0iQM1Yz7Nx_tQZqU7NA,Daisies,769,4.3,$$,41.924443845390954,-87.69964666704485,2375 N Milwaukee Ave,Otro,4.328796429932421
filipino,Filipino,0IYXh7l_VppKw5y97FehoA,Kasama,1380,4.5,$$,41.899692,-87.6756,1001 N Winchester Ave,Carnes,4.466246100842683
bakeries,Bakeries,0IYXh7l_VppKw5y97FehoA,Kasama,1380,4.5,$$,41.899692,-87.6756,1001 N Winchester Ave,Otro,4.466246100842683
newamerican,New American,0IYXh7l_VppKw5y97FehoA,Kasama,1380,4.5,$$,41.899692,-87.6756,1001 N Winchester Ave,Carnes,4.466246100842683
newamerican,New American,pbEiXam9YJL3neCYHGwLUA,Alinea,2759,4.4,$$$$,41.9134194160823,-87.6482384681229,1723 N Halsted St,Carnes,4.395870717884089
modern_european,Modern European,pbEiXam9YJL3neCYHGwLUA,Alinea,2759,4.4,$$$$,41.9134194160823,-87.6482384681229,1723 N Halsted St,Otro,4.395870717884089
newamerican,New American,m5gfWEQI7BYTKWMYF-X-Ug,No Vacancy,163,4.6,$$,41.89115,-87.63375,509 N Wells St,Carnes,4.428872804802779
wine_bars,Wine Bars,m5gfWEQI7BYTKWMYF-X-Ug,No Vacancy,163,4.6,$$,41.89115,-87.63375,509 N Wells St,Otro,4.428872804802779
venues,Venues & Event Spaces,m5gfWEQI7BYTKWMYF-X-Ug,No Vacancy,163,4.6,$$,41.89115,-87.63375,509 N Wells St,Otro,4.428872804802779
newamerican,New American,wfkj7DK8YzhdwhhFc2OntA,Giant,767,4.3,$$$,41.9171,-87.70746,3209 W Armitage Ave,Carnes,4.328841886017556
beerbar,Beer Bar,wfkj7DK8YzhdwhhFc2OntA,Giant,767,4.3,$$$,41.9171,-87.70746,3209 W Armitage Ave,Otro,4.328841886017556
wine_bars,Wine Bars,wfkj7DK8YzhdwhhFc2OntA,Giant,767,4.3,$$$,41.9171,-87.70746,3209 W Armitage Ave,Otro,4.328841886017556
ramen,Ramen,hMNHD9LHs_R3vFCfTOGorw,Izakaya Shinya,196,4.2,,41.910173,-87.684546,2255 W North Ave,Mariscos/Pescado,4.324342916069314
cocktailbars,Cocktail Bars,hMNHD9LHs_R3vFCfTOGorw,Izakaya Shinya,196,4.2,,41.910173,-87.684546,2255 W North Ave,Otro,4.324342916069314
izakaya,Izakaya,hMNHD9LHs_R3vFCfTOGorw,Izakaya Shinya,196,4.2,,41.910173,-87.684546,2255 W North Ave,Mariscos/Pescado,4.324342916069314
steak,Steakhouses,KML-ctMyeT9OkmEO_zjQmw,Bazaar Meat by José Andrés,237,4.3,$$$$,41.8840009,-87.63722299999999,120 N Wacker Dr,Carnes,4.349582998079027
tradamerican,American,xFBQ1md6PDm7YEpJARoxAA,The VIG Chicago,943,4.1,$$,41.9099251,-87.6345035,1527 N Wells St,Carnes,4.194624164646045
cocktailbars,Cocktail Bars,xFBQ1md6PDm7YEpJARoxAA,The VIG Chicago,943,4.1,$$,41.9099251,-87.6345035,1527 N Wells St,Otro,4.194624164646045
breakfast_brunch,Breakfast & Brunch,xFBQ1md6PDm7YEpJARoxAA,The VIG Chicago,943,4.1,$$,41.9099251,-87.6345035,1527 N Wells St,Carnes,4.194624164646045
asianfusion,Asian Fusion,FzYi3AVHoYZnWXe1BQrQEw,Mott St,1163,4.0,$$$,41.9071254164458,-87.6673834605751,1401 N Ashland Ave,Vegetariano/Vegano,4.112172380988721
bars,Bars,FzYi3AVHoYZnWXe1BQrQEw,Mott St,1163,4.0,$$$,41.9071254164458,-87.6673834605751,1401 N Ashland Ave,Otro,4.112172380988721
latin,Latin American,qZMgGHP6z37DCchbFFaj7w,Libertad,12,4.5,,41.91038752821303,-87.6739316,1835 W North Ave,Carnes,4.3760599015317245
breakfast_brunch,Breakfast & Brunch,qZMgGHP6z37DCchbFFaj7w,Libertad,12,4.5,,41.91038752821303,-87.6739316,1835 W North Ave,Carnes,4.3760599015317245
cocktailbars,Cocktail Bars,qZMgGHP6z37DCchbFFaj7w,Libertad,12,4.5,,41.91038752821303,-87.6739316,1835 W North Ave,Otro,4.3760599015317245
tapasmallplates,Tapas/Small Plates,LaYrGWnZazWsc3xi1sTYfw,Arbella,694,4.4,$$,41.8920162809497,-87.6318293755272,112 W Grand Ave,Carnes,4.388729204006904
cocktailbars,Cocktail Bars,LaYrGWnZazWsc3xi1sTYfw,Arbella,694,4.4,$$,41.8920162809497,-87.6318293755272,112 W Grand Ave,Otro,4.388729204006904
newamerican,New American,LaYrGWnZazWsc3xi1sTYfw,Arbella,694,4.4,$$,41.8920162809497,-87.6318293755272,112 W Grand Ave,Carnes,4.388729204006904
mediterranean,Mediterranean,ZJyomLAJ-ffIhB2lmSA_Yg,Anatolia,34,4.8,,41.92516,-87.64002,2349 N Clark St,Vegetariano/Vegano,4.400267171506073
turkish,Turkish,ZJyomLAJ-ffIhB2lmSA_Yg,Anatolia,34,4.8,,41.92516,-87.64002,2349 N Clark St,Carnes,4.400267171506073
cocktailbars,Cocktail Bars,ZJyomLAJ-ffIhB2lmSA_Yg,Anatolia,34,4.8,,41.92516,-87.64002,2349 N Clark St,Otro,4.400267171506073
restaurants,Restaurants,Xwnu5KDr3_PGfSQ8binvrQ,Creepies,44,4.4,,41.884474,-87.661187,1360 W Randolph St,Otro,4.375262260265153
latin,Latin American,D3tJ-N85kZddAwetQHTpkQ,Dell Rooster,194,4.8,$$,41.89575636351244,-87.67324000597,1825 W Chicago Ave,Carnes,4.492424595942714
breakfast_brunch,Breakfast & Brunch,D3tJ-N85kZddAwetQHTpkQ,Dell Rooster,194,4.8,$$,41.89575636351244,-87.67324000597,1825 W Chicago Ave,Carnes,4.492424595942714
sandwiches,Sandwiches,D3tJ-N85kZddAwetQHTpkQ,Dell Rooster,194,4.8,$$,41.89575636351244,-87.67324000597,1825 W Chicago Ave,Carnes,4.492424595942714
brasseries,Brasseries,UKs05XWhbP0riI8O0Kv36w,Boeufhaus,502,4.2,$$$,41.899831,-87.687487,1012 N Western Ave,Otro,4.286369929724794
cocktailbars,Cocktail Bars,UKs05XWhbP0riI8O0Kv36w,Boeufhaus,502,4.2,$$$,41.899831,-87.687487,1012 N Western Ave,Otro,4.286369929724794
steak,Steakhouses,UKs05XWhbP0riI8O0Kv36w,Boeufhaus,502,4.2,$$$,41.899831,-87.687487,1012 N Western Ave,Carnes,4.286369929724794
mediterranean,Mediterranean,mvFimrcREBIDo-pLAhMfNg,Avec - Chicago,2640,4.3,$$$,41.884290441849,-87.6433979433133,615 W Randolph St,Vegetariano/Vegano,4.311637792861224
pastashops,Pasta Shops,dro6ttzG0H2PlES0gI8LIg,Tortello,601,4.3,$$,41.90343739642855,-87.67186413269891,1746 W Division St,Carnes,4.333190435589684
italian,Italian,dro6ttzG0H2PlES0gI8LIg,Tortello,601,4.3,$$,41.90343739642855,-87.67186413269891,1746 W Division St,Vegetariano/Vegano,4.333190435589684
cookingclasses,Cooking Classes,dro6ttzG0H2PlES0gI8LIg,Tortello,601,4.3,$$,41.90343739642855,-87.67186413269891,1746 W Division St,Otro,4.333190435589684
pizza,Pizza,DXwSYgiXqIVNdO9dazel6w,Pequod's Pizza,8885,3.9,$$,41.92187,-87.664486,2207 N Clybourn Ave,Vegetariano/Vegano,3.925204333466621
bbq,Barbeque,T_egMuf7xJHLdldzPqOaSQ,Qing Xiang Yuan Dumplings,2117,4.4,$$,41.85505,-87.63219,2002 S Wentworth Ave,Otro,4.394857726245412
dimsum,Dim Sum,T_egMuf7xJHLdldzPqOaSQ,Qing Xiang Yuan Dumplings,2117,4.4,$$,41.85505,-87.63219,2002 S Wentworth Ave,Otro,4.394857726245412
coffee,Coffee & Tea,T_egMuf7xJHLdldzPqOaSQ,Qing Xiang Yuan Dumplings,2117,4.4,$$,41.85505,-87.63219,2002 S Wentworth Ave,Otro,4.394857726245412
cocktailbars,Cocktail Bars,0EcR5_zMAdyWf96owSBYbw,Wolf & Company,108,4.3,,41.91380989193472,-87.68777157055223,1752 N Western Ave,Otro,4.3601030749740834
burgers,Burgers,0EcR5_zMAdyWf96owSBYbw,Wolf & Company,108,4.3,,41.91380989193472,-87.68777157055223,1752 N Western Ave,Carnes,4.3601030749740834
delis,Delis,0EcR5_zMAdyWf96owSBYbw,Wolf & Company,108,4.3,,41.91380989193472,-87.68777157055223,1752 N Western Ave,Carnes,4.3601030749740834
southern,Southern,V2jEs7sH44pcG1J9x59f9w,Dove's Luncheonette,833,4.2,$$,41.909487,-87.677293,1545 N Damen Ave,Otro,4.264923232996432
tex-mex,Tex-Mex,V2jEs7sH44pcG1J9x59f9w,Dove's Luncheonette,833,4.2,$$,41.909487,-87.677293,1545 N Damen Ave,Otro,4.264923232996432
breakfast_brunch,Breakfast & Brunch,V2jEs7sH44pcG1J9x59f9w,Dove's Luncheonette,833,4.2,$$,41.909487,-87.677293,1545 N Damen Ave,Carnes,4.264923232996432
pizza,Pizza,DEKvZxZh_bee-Pw-RvFUKg,Ardor by Chance,9,4.8,,41.96554406258067,-87.6866985366729,4624 N Lincoln Ave,Vegetariano/Vegano,4.380633928456272
tradamerican,American,DEKvZxZh_bee-Pw-RvFUKg,Ardor by Chance,9,4.8,,41.96554406258067,-87.6866985366729,4624 N Lincoln Ave,Carnes,4.380633928456272
newamerican,New American,XKUZV9O2sRFLDIpAmwmG5g,Boka,1902,4.3,$$$$,41.91356,-87.647993,1729 N Halsted St,Carnes,4.315213434464714
newamerican,New American,_MnIiS_b3enHyx8Y62gd4Q,Oriole,441,4.7,$$$$,41.8860966,-87.6449481,661 W Walnut St,Carnes,4.526294016561363
tradamerican,American,9mhqcimD0CYvqxzfj_VXnQ,Little Bad Wolf,2558,4.4,$$,41.983356,-87.669057,1541 W Bryn Mawr Ave,Carnes,4.395599303330361
beerbar,Beer Bar,9mhqcimD0CYvqxzfj_VXnQ,Little Bad Wolf,2558,4.4,$$,41.983356,-87.669057,1541 W Bryn Mawr Ave,Otro,4.395599303330361
cocktailbars,Cocktail Bars,9mhqcimD0CYvqxzfj_VXnQ,Little Bad Wolf,2558,4.4,$$,41.983356,-87.669057,1541 W Bryn Mawr Ave,Otro,4.395599303330361
newamerican,New American,4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,2440,4.3,$$,41.927668036295,-87.706845233929,2537 N Kedzie Blvd,Carnes,4.312429479450422
breakfast_brunch,Breakfast & Brunch,4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,2440,4.3,$$,41.927668036295,-87.706845233929,2537 N Kedzie Blvd,Carnes,4.312429479450422
desserts,Desserts,4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,2440,4.3,$$,41.927668036295,-87.706845233929,2537 N Kedzie Blvd,Otro,4.312429479450422
pubs,Pubs,kiwMgtypE3TRrUkmTwA2Zw,Armitage Alehouse,572,4.5,$$$,41.91838,-87.65359,1000 W Armitage Ave,Otro,4.440804729089779
british,British,kiwMgtypE3TRrUkmTwA2Zw,Armitage Alehouse,572,4.5,$$$,41.91838,-87.65359,1000 W Armitage Ave,Otro,4.440804729089779
seafood,Seafood,kiwMgtypE3TRrUkmTwA2Zw,Armitage Alehouse,572,4.5,$$$,41.91838,-87.65359,1000 W Armitage Ave,Mariscos/Pescado,4.440804729089779
steak,Steakhouses,FiDxI03abCAfA4pgl1NJ1w,Butcher & The Bear,171,4.5,$$$$,41.93223470574105,-87.648727,2721 N Halsted St,Carnes,4.405428717711241
seafood,Seafood,FiDxI03abCAfA4pgl1NJ1w,Butcher & The Bear,171,4.5,$$$$,41.93223470574105,-87.648727,2721 N Halsted St,Mariscos/Pescado,4.405428717711241
burgers,Burgers,FiDxI03abCAfA4pgl1NJ1w,Butcher & The Bear,171,4.5,$$$$,41.93223470574105,-87.648727,2721 N Halsted St,Carnes,4.405428717711241
italian,Italian,3vdqfM3NqeM_g_q1qZlScw,Adalina Italian,466,4.1,$$$,41.8994,-87.62835,912 N State St,Vegetariano/Vegano,4.241348519238347
tradamerican,American,PtqCsmnOow_ByOkj38eB8w,The Evie,323,4.5,$$$,41.892207051940055,-87.62390403884024,537 N Michigan Ave,Carnes,4.422895102775508
sushi,Sushi Bars,PtqCsmnOow_ByOkj38eB8w,The Evie,323,4.5,$$$,41.892207051940055,-87.62390403884024,537 N Michigan Ave,Otro,4.422895102775508
steak,Steakhouses,PtqCsmnOow_ByOkj38eB8w,The Evie,323,4.5,$$$,41.892207051940055,-87.62390403884024,537 N Michigan Ave,Carnes,4.422895102775508
newamerican,New American,Jht3PLwPH693bseS7J0FDA,Maxwells Trading,195,4.5,,41.88767535355601,-87.665248028934,1516 W Carroll Ave,Carnes,4.408694488610421
gourmet,Specialty Food,apo9fX6Opmr2Z87sm-_cfg,All Together Now,141,4.5,$$,41.89555,-87.68051,2119 West Chicago Ave,Otro,4.401002604655605
newamerican,New American,apo9fX6Opmr2Z87sm-_cfg,All Together Now,141,4.5,$$,41.89555,-87.68051,2119 West Chicago Ave,Carnes,4.401002604655605
beer_and_wine,"Beer, Wine & Spirits",apo9fX6Opmr2Z87sm-_cfg,All Together Now,141,4.5,$$,41.89555,-87.68051,2119 West Chicago Ave,Otro,4.401002604655605
newamerican,New American,Q55HHOW09QoNI07dUXjn5A,Alpana,391,4.3,$$$,41.89767781975498,-87.62807020124552,831 N State St,Carnes,4.341013097176479
wine_bars,Wine Bars,Q55HHOW09QoNI07dUXjn5A,Alpana,391,4.3,$$$,41.89767781975498,-87.62807020124552,831 N State St,Otro,4.341013097176479
mediterranean,Mediterranean,WyjV1N1iQcXnk9_oLHaKxw,Pinched on the River,523,4.4,$$,41.8909516,-87.6161529,443 E Illinois St,Vegetariano/Vegano,4.386845229310111
wine_bars,Wine Bars,WyjV1N1iQcXnk9_oLHaKxw,Pinched on the River,523,4.4,$$,41.8909516,-87.6161529,443 E Illinois St,Otro,4.386845229310111
latin,Latin American,45Xno0A0IWY8A0JBgeQ7Eg,Brasero,150,4.6,,41.89570504072024,-87.67021413892508,1709 W Chicago Ave,Carnes,4.4254502608988355
newamerican,New American,45Xno0A0IWY8A0JBgeQ7Eg,Brasero,150,4.6,,41.89570504072024,-87.67021413892508,1709 W Chicago Ave,Carnes,4.4254502608988355
beer_and_wine,"Beer, Wine & Spirits",45Xno0A0IWY8A0JBgeQ7Eg,Brasero,150,4.6,,41.89570504072024,-87.67021413892508,1709 W Chicago Ave,Otro,4.4254502608988355
italian,Italian,Z45eQgbnFWH--PYPLTFhNg,Void,59,4.6,,41.93478,-87.716438,2937 N Milwaukee Ave,Vegetariano/Vegano,4.397035187091669
seafood,Seafood,Z45eQgbnFWH--PYPLTFhNg,Void,59,4.6,,41.93478,-87.716438,2937 N Milwaukee Ave,Mariscos/Pescado,4.397035187091669
cocktailbars,Cocktail Bars,Z45eQgbnFWH--PYPLTFhNg,Void,59,4.6,,41.93478,-87.716438,2937 N Milwaukee Ave,Otro,4.397035187091669
asianfusion,Asian Fusion,kUpqpEqkBjZguS1uA6NQYA,En Hakkore 2.0,622,4.6,$$,41.90859268098761,-87.67442096514347,1467 N Milwaukee Ave,Vegetariano/Vegano,4.498879384656187
poke,Poke,kUpqpEqkBjZguS1uA6NQYA,En Hakkore 2.0,622,4.6,$$,41.90859268098761,-87.67442096514347,1467 N Milwaukee Ave,Otro,4.498879384656187
sushi,Sushi Bars,kUpqpEqkBjZguS1uA6NQYA,En Hakkore 2.0,622,4.6,$$,41.90859268098761,-87.67442096514347,1467 N Milwaukee Ave,Otro,4.498879384656187
korean,Korean,n5jRD0dlY6Dl672THS7yFA,Mister Tiger,107,4.5,,41.89129,-87.65596,1132 W Grand Ave,Carnes,4.395457445773053
indpak,Indian,HuB9hjq-X4LEEqxN2RhAVw,Kama - Wicker Park,134,4.4,,41.90971,-87.676833,1560 N Milwaukee Ave,Carnes,4.378773926789027
beerbar,Beer Bar,HuB9hjq-X4LEEqxN2RhAVw,Kama - Wicker Park,134,4.4,,41.90971,-87.676833,1560 N Milwaukee Ave,Otro,4.378773926789027
cocktailbars,Cocktail Bars,HuB9hjq-X4LEEqxN2RhAVw,Kama - Wicker Park,134,4.4,,41.90971,-87.676833,1560 N Milwaukee Ave,Otro,4.378773926789027
mexican,Mexican,XR7K-0DlG3dikV4nRXPjYQ,Matilda,76,4.5,,41.89188,-87.63378,535 N Wells St,Carnes,4.3898310235837545
peruvian,Peruvian,XR7K-0DlG3dikV4nRXPjYQ,Matilda,76,4.5,,41.89188,-87.63378,535 N Wells St,Carnes,4.3898310235837545
cocktailbars,Cocktail Bars,XR7K-0DlG3dikV4nRXPjYQ,Matilda,76,4.5,,41.89188,-87.63378,535 N Wells St,Otro,4.3898310235837545
soulfood,Soul Food,TODU-IzDLN3EdiHhQUQHvg,The Soul Food Lounge,438,4.6,$$$,41.85907,-87.72052,3804 W 16th St,Otro,4.479043357765717
comfortfood,Comfort Food,TODU-IzDLN3EdiHhQUQHvg,The Soul Food Lounge,438,4.6,$$$,41.85907,-87.72052,3804 W 16th St,Otro,4.479043357765717
lebanese,Lebanese,bPiaa7fgHkC9l7B2HyS0aw,Cedar Palace,531,4.8,$$,41.918054,-87.645757,655 W Armitage Ave,Otro,4.5929608822349595
falafel,Falafel,bPiaa7fgHkC9l7B2HyS0aw,Cedar Palace,531,4.8,$$,41.918054,-87.645757,655 W Armitage Ave,Otro,4.5929608822349595
french,French,PdbRfCs6fHZacu6L_5oHnA,Bistro Monadnock,169,4.6,,41.877754,-87.629628,325 S Federal St,Otro,4.430407577853876
cocktailbars,Cocktail Bars,PdbRfCs6fHZacu6L_5oHnA,Bistro Monadnock,169,4.6,,41.877754,-87.629628,325 S Federal St,Otro,4.430407577853876
japanese,Japanese,ak3FYZOsEWeiP6Pdp74YkQ,Miru,312,4.3,$$$,41.8874426163459,-87.6176301019272,401 E Wacker Dr,Mariscos/Pescado,4.345003287665324
indpak,Indian,OM24LGQGFp1PfaiYrkOIbQ,Lilac Tiger,47,4.3,,41.903512007398334,-87.6717396453023,1742 W Division St,Carnes,4.366805611671377
cocktailbars,Cocktail Bars,OM24LGQGFp1PfaiYrkOIbQ,Lilac Tiger,47,4.3,,41.903512007398334,-87.6717396453023,1742 W Division St,Otro,4.366805611671377
british,British,tQoQbc3vAo3qdTDiNgSekA,Pleasant House Pub,1011,4.4,$$,41.85357,-87.64621,2119 S Halsted St,Otro,4.3910937588247805
